,1Title,2Product Url,3Price,4Brand,6Stock,7Description
21,[HOT SORRY] Relaxing Care Mask Sheet 23ml,https://shopee.sg/-HOT-SORRY-Relaxing-Care-Mask-Sheet-23ml-i.114919380.14881363121?sp_atk=52b146d9-736d-4a20-9b97-f53aac63bd39&xptdk=52b146d9-736d-4a20-9b97-f53aac63bd39,$1.30,HOT SORRY,547,"[HOT SORRY] Relaxing Care Mask Sheet 23ml
Feature
Collagen
A mask rich in collagen and adenosine, a wrinkle-improving functional ingredient, helps to maintain strong skin and increases moisture retention to make the skin supple and full of moisture.


Ceramide
The mask containing ceramide ingredients that quench the skin's thirst gives rich moisture to the skin and strengthens the moisture barrier to moisturize dry and parched skin.


Tea Tree
The refreshing, moisturizing tea tree mast without stickiness calms the skin and makes the skin fresh and moist for a long time.


Hyaluronic
Hyaluronic acid, which has excellent moisture retention, intensively supplies moisture to the skin, helping to make the skin smooth and moist.


Aloe
Abundant aloe provides sufficient moisture to dry and inflamed skin and soothes the skin from external stimuli and stress to maintain comfortable and healthy skin.


Pearl
The mask contains beautiful pearl ingredients that emit a dazzling light in the sea, and niacinamide, a whitening functional ingredient, makes dull skin bright and shiny, helping to care for bright skin.





Volume
23ml




How To Use
1. After washing your face, remove the moisture and smooth the skin texture with lotion.
2. Open the pouch, take out the sheet, and adhere to the shape of the face.
3. Remove after about 10-20 minutes.
4. Gently pat the remaining essence for absorption into the face."
22,"💞CeraVe💞 Cleanser (Hydrating, Foaming, Renewing SA), Lotion (Daily, AM, PM), Moisturizing Cream, Resurfacing Retinol",https://shopee.sg/%F0%9F%92%9ECeraVe%F0%9F%92%9E-Cleanser-(Hydrating-Foaming-Renewing-SA)-Lotion-(Daily-AM-PM)-Moisturizing-Cream-Resurfacing-Retinol-i.13229849.3206849965?sp_atk=9f839b95-d9ed-4984-b598-68148ca00ac9&xptdk=9f839b95-d9ed-4984-b598-68148ca00ac9,$9.50 - $38.90,CeraVe,43k,"💞Authentic
💞Brand New
💞Instock
💞Imported from USA/EU. Expiry dates may/may not be printed on product as it's not required by US FDA, EU Cosmetics Regulations.
What is the expiry date of the product?
Once opened, please refer to PAO (period upon opening), eg. 3M upon opening.
If not stated, the recommended usage is 1 year upon opening. 

If unopened, please refer to expiry dates written on product. 
If expiry dates are unstated, please contact us for help.

Our products have a minimum of 6 months shelf life before expiring.

List of CeraVe Products: 

Facial Cleansers:
CeraVe Hydrating Facial Cleanser 87ml
CeraVe Hydrating Facial Cleanser 355ml
CeraVe Hydrating Facial Cleanser 473ml
CeraVe Hydrating Facial Cleanser 562ml
CeraVe Foaming Facial Cleanser 87ml
CeraVe Foaming Facial Cleanser 355ml
CeraVe Foaming Facial Cleanser 473ml
CeraVe Foaming Facial Cleanser 562ml
CeraVe Acne Foaming Cream Cleanser 150ml
CeraVe Hydrating Cream-to-Foam Cleanser 562ml
CeraVe Renewing SA Cleanser 237ml
CeraVe Renewing SA Cleanser 473ml

Facial Moisturizers:
CeraVe AM Facial Moisturising Lotion with Sunscreen 89ml
CeraVe PM Facial Moisturizing Lotion 89ml
CeraVe Ultra-Light Moisturizing Lotion SPF 30 50ml
CeraVe Moisturizing Cream 56ml
CeraVe Moisturizing Cream 453g
CeraVe Moisturizing Cream with Pump 453g 
CeraVe Moisturizing Cream 539g
CeraVe Daily Moisturizing Lotion 87ml
CeraVe Daily Moisturizing Lotion 355ml
CeraVe Daily Moisturizing Lotion 562ml
CeraVe Eye Repair Cream 14.2g
CeraVe Skin Renewing Night Cream 48g

Body Cleansers: 
CeraVe SA Body Wash 296ml
CeraVe Hydrating Body Wash 296ml
CeraVe Soothing Body Wash 296ml

Body Moisturizers:
CeraVe Moisturizing Cream 56ml
CeraVe Moisturizing Cream 453g
CeraVe Moisturizing Cream with Pump 453g 
CeraVe Moisturizing Cream 539g
CeraVe Daily Moisturizing Lotion 87ml
CeraVe Daily Moisturizing Lotion 355ml
CeraVe Daily Moisturizing Lotion 562ml
CeraVe SA Lotion for Rough & Bumpy Skin 237ml
CeraVe SA Cream for Rough & Bumpy Skin 340g
CeraVe Itch Relief Moisturizing Lotion 237ml
CeraVe Itch Relief Moisturizing Cream 340g
CeraVe Eczema Creamy Oil 236ml

Face Serums:
CeraVe Resurfacing Retinol Serum 30ml
CeraVe Skin Renewing Retinol Serum 30ml
CeraVe Skin Renewing Vitamin C Serum 30ml

Ointment:
CeraVe Healing Ointment 144g

Sunscreen:
CeraVe AM Facial Moisturising Lotion with Sunscreen 89ml
CeraVe Hydrating Sunscreen SPF 30 Face Lotion 75ml
CeraVe Hydrating Sunscreen SPF 30 Face Sheer Tint 50ml
CeraVe Ultra-Light Moisturizing Lotion SPF 30 50ml

Rough and Bumpy:
CeraVe SA Body Wash 296ml
CeraVe Renewing SA Cleanser 237ml
CeraVe Renewing SA Cleanser 473ml
CeraVe SA Lotion for Rough & Bumpy Skin 237ml
CeraVe SA Cream for Rough & Bumpy Skin 340g

Anti Aging:
CeraVe Skin Renewing Retinol Serum 30ml
CeraVe Skin Renewing Vitamin C Serum 30ml
CeraVe Skin Renewing Night Cream 48g

Eczema:
CeraVe Eczema Creamy Oil 236ml"
23,[Etude House] 0.2 Therapy Air Mask 20ml * 3 sheets,https://shopee.sg/-Etude-House-0.2-Therapy-Air-Mask-20ml-*-3-sheets-i.107921853.1693059324?sp_atk=535ddfbf-a866-4000-b05a-c2888beca451&xptdk=535ddfbf-a866-4000-b05a-c2888beca451,$2.20 - $2.70,Etude House,60.7k,"-Feature 

0.2 therapy air mask sheet 3 days pack

-Volume   
3sheets

-Option
Aloe, Tea Tree, Green Tea, Pearl, Lemon, Strawberry, Pomegranate, Hyaluronic Acid, Damask Rose, Manuka Honey, Lotus, Collagen, Snail, Ceramide, Argan, Olive, Madecassoside, White Flowers,   
Cherry Blossom, Artemisia

-How To Use-
1 Apply toner to skin after cleansing.
2 Remove mask from pouch and apply to face, placing mask to fit eye and lip area.
3 Remove mask after 10~20 minutes and lightly massage remaining solution into skin with hands."
24,[MERYTHOD] Bling Chu Color Lip Balm (3 Colors),https://shopee.sg/-MERYTHOD-Bling-Chu-Color-Lip-Balm-(3-Colors)-i.545359694.15546833158?sp_atk=5ecb6b8c-ab70-4839-a2d4-dfee134b08f8&xptdk=5ecb6b8c-ab70-4839-a2d4-dfee134b08f8,$11.90,MERYTHOD,4k,[Merythod Official]
25,L’eaine Skincare Shopee live $1,https://shopee.sg/L%E2%80%99eaine-Skincare-Shopee-live-1-i.292073035.10765548066?sp_atk=78197696-bed1-40cf-9017-446214038370&xptdk=78197696-bed1-40cf-9017-446214038370,$1.00,L’eaine Skincare,10k,"Payment Live and like our Facebook page (leaineskincare.com) and be updated on our latest product and livestream sessions! 

Your order will be courier within 2-3 working days upon payment received. "
26,[the SAEM] Cover Perfection Tip Concealer,https://shopee.sg/-the-SAEM-Cover-Perfection-Tip-Concealer-i.107921853.1790155545?sp_atk=83f25cc6-1055-4e1a-93df-19454c824ff6&xptdk=83f25cc6-1055-4e1a-93df-19454c824ff6,$3.55,the SAEM,30.2k,"-Feature 

Perfect fitting for long hours by long lasting polymer and natural coverage by soft focus powder, SPF28 PA++ uv protection.
Nourishing and brightening effect.

-Option
01.Clear Beige
1.5 Natural Beige
02.Rich Beige
0.5 Ice Beige
1.25 Light Beige
1.75 Middle Beige
Brightener
Contour Beige

-Volume
6.5g

-How To Use
Dot it where you want cover, then tap to evenly spread it all over the face."
27,Eyebrow Pencil Waterproof Tint Natural Long Lasting Paint Tattoo Eyebrow,https://shopee.sg/Eyebrow-Pencil-Waterproof-Tint-Natural-Long-Lasting-Paint-Tattoo-Eyebrow-i.420170700.10107836880?sp_atk=bfcf9742-7326-438c-9f21-5c9e289b843d&xptdk=bfcf9742-7326-438c-9f21-5c9e289b843d,$0.80 - $0.99,,14.2k,"(NEW) New eyebrow pencil !! Increase the volume by ↑ 30%

Eyebrow pencil Soft texture, easy to write, long-lasting

The stick has 2 sides, one side is a cream stick. Used to add color. And make the eyebrows the desired shape Comes in auto pencil form Just turn around the handle. The cream will slide out. Do not waste time sharpening. The other side is a brush for spreading the color evenly across the brow. Add more naturalness

** It is an eyebrow pencil that is recommended for all girls to have !! Easy to write pencil texture. Get both beautiful looks Or focus on clear nature This one can get it all !!

#Eyebrow pencil #Eyebrows #Siwanna #Pencil #Eyebrows #Eyebrow #Eyebrow #Pretty #Ready to send # Wholesale price # The cheapest #Promotions #Authentic #shopeeth #Eyebrow pencil #at Eyebrow pencil

*Important notice, you can add notes when you buy
If you want other colors, please leave a comment directly to us. For example: 02# 3 sticks; 03# 2 sticks!"
28,with 12Pcs Sticker Glue 24Pcs Press On Nails Nail Art Patch Fake Nails Flase Nails Waterproof Detachable Nail Patch,https://shopee.sg/with-12Pcs-Sticker-Glue-24Pcs-Press-On-Nails-Nail-Art-Patch-Fake-Nails-Flase-Nails-Waterproof-Detachable-Nail-Patch-i.566133253.14400828051?sp_atk=6fc41cb0-1c92-4b67-a0d7-4ef075ed2582&xptdk=6fc41cb0-1c92-4b67-a0d7-4ef075ed2582,$0.99,,6k,"Packing:  1. Complete set of 24 pieces                  
                  2. Random small gifts (12Pcs Sticker glue)

Product Name: fake nails
Specification: 24 pieces/strip。
No box, no glue.If you need glue, please buy extra."
29,"[COSRX OFFICIAL] [3,5,10 Packs] Acne Patch Acne Treatment (24 Patches)",https://shopee.sg/-COSRX-OFFICIAL-3-5-10-Packs-Acne-Patch-Acne-Treatment-(24-Patches)-i.116704504.6836652364?sp_atk=d53228ec-269e-403a-8462-3b00e85bd6d4&xptdk=d53228ec-269e-403a-8462-3b00e85bd6d4,$7.08 - $22.42,COSRX,12.7k,The products you ordered will be shipped directly from the COSRX headquarters of Korea.✈️
30,"[COSRX OFFICIAL] [FREE GIFT] Low pH Good Morning Gel Cleanser 150ml, BHA 0.5%, Tea Tree Leaf Oil 0.5%, Daily Mild Cleanser for Sensitive Skin 20ml/50ml/150ml/mini duo kit",https://shopee.sg/-COSRX-OFFICIAL-FREE-GIFT-Low-pH-Good-Morning-Gel-Cleanser-150ml-BHA-0.5-Tea-Tree-Leaf-Oil-0.5-Daily-Mild-Cleanser-for-Sensitive-Skin-20ml-50ml-150ml-mini-duo-kit-i.116704504.1933124589?sp_atk=e37200ab-961d-4d08-a3da-cb2d525338b0&xptdk=e37200ab-961d-4d08-a3da-cb2d525338b0,$2.70 - $10.40,COSRX,12.2k,The products you ordered will be shipped directly from the COSRX headquarters of Korea.✈️
31,[SG Ready Stock!] MOXIE GIRLZ FRUIT EXTRACT FACIAL SHEET MASK,https://shopee.sg/-SG-Ready-Stock!-MOXIE-GIRLZ-FRUIT-EXTRACT-FACIAL-SHEET-MASK-i.600923655.14113430928?sp_atk=386792ba-a4d6-43f3-854e-a3e214cbcaec&xptdk=386792ba-a4d6-43f3-854e-a3e214cbcaec,$0.32,,8.3k,"👋Hello! 

Welcome To TrioY 特丽外
Young-at-heart . Young-living . Young-looking

We Believe That Nothing Is Better Than Stay At Home And Shop Online With Your Pyjamas And A Glass Of Wine. 

Ready To Start Your Online Shopping?

Kindly Refer To Product Images For More Details.

Give Your Skin Some Love
Start With Skin Care 

Happy Shopping!

Thank You For Visiting Our Page.

Warm Regards,
Lovely Team From TrioY💗"
32,[SG Ready Stock!] BISUTANG PLANT FRUIT EXTRACT FACIAL SHEET MASK,https://shopee.sg/-SG-Ready-Stock!-BISUTANG-PLANT-FRUIT-EXTRACT-FACIAL-SHEET-MASK-i.600923655.11076427514?sp_atk=5628f7aa-a70a-4e0e-aaa5-c45844783b08&xptdk=5628f7aa-a70a-4e0e-aaa5-c45844783b08,$0.32,BISUTANG,11.3k,"👋Hello! 

Welcome To TrioY 特丽外
Young-at-heart . Young-living . Young-looking

We Believe That Nothing Is Better Than Stay At Home And Shop Online With Your Pyjamas And A Glass Of Wine. 

Ready To Start Your Online Shopping?

Kindly Refer To Product Images For More Details.

Give Your Skin Some Love
Start With Skin Care 

Happy Shopping!

Thank You For Visiting Our Page.

Warm Regards,
Lovely Team From TrioY💗"
33,【Ready Stock】BORN PRETTY 7ml Nail Gel Soak Off UV Gel Polish Pink Red Colors Gel Nail Art,https://shopee.sg/%E3%80%90Ready-Stock%E3%80%91BORN-PRETTY-7ml-Nail-Gel-Soak-Off-UV-Gel-Polish-Pink-Red-Colors-Gel-Nail-Art-i.298605942.8101948720?sp_atk=9a98a02c-6794-4d88-8b12-786adda5bee7&xptdk=9a98a02c-6794-4d88-8b12-786adda5bee7,$0.99,BORN PRETTY,12.2k,"Note: The Total Volume of Each Nail Gel Order Should Be Within 60ml according to Shopee Policy，If it exceeds 60ml, we will not be able to ship it to you

Specification:
Brand: BORN PRETTY           
Type: Gel Polish
Color：As the pictures show
Quantity: 1 Bottle
Capacity: 7ml
Color：88 Colors
Long Period: About 15 Days
Suitable Lamp: UV Lamp or LED Lamp

Package Contents:
BORN PRETTY 2021 New Trend Colors Series Gel

Feature:
It made of healthy, environmental,friendly,no poisonous,pungent chemical materials.
It is quick drying with any UV Light.
Long lasting for at least 15-21days, fantastic and super bright nails for you.
This nail gel polish is easy to apply and soak off.
Allow you for professional or home nail art design. 
A professional Nail Art Gift for yourself or your girlfriend.

Professional usage:
Step 1. Clean Nails then trimming nail surface as normal manicures process. 
Step 2. Fully shake up the gel polish, it can make the gel polish color balanced. (Important)
Step 3. Apply Base gel coat first,which can make polish lasting longer, cure with UV lamp or LED lamp. (Necessary)
Step 4. Apply first layer of color gel directly, cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 5. Apply second layer of color gel and then immediately cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 6. Coat with top coat,cured by UV lamp or LED lamp.

Remove Our UV Gel Nail Polish Step:
• Soak nails in a glass bowl filled with a small amount of acetone, or wrap each nail in cotton pad soaked with acetone for around 5 to 10 minutes. 
• Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.

Warm Reminder:
1. NOTICE: Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately. (show the label whenever possible)
2. Keep tightly sealed. Keep out of sunlight. Keep out of reach of children

#nails
#nail
#color gel
#nail gel
#gel polish
#pink gel
#uv gel
#uvgel 
#nailgel
#nail gel
#gelpolish
#soak off gel
#soak off nail gel
#nail gel polish
#base gel
#top coat
#Soak Off UV Gel
#Nail Art"
34,1pc Wheat Straw Toothbrush Adult Bamboo Charcoal Soft Portable Travel Disposable Out,https://shopee.sg/1pc-Wheat-Straw-Toothbrush-Adult-Bamboo-Charcoal-Soft-Portable-Travel-Disposable-Out-i.147906073.5348227222?sp_atk=a509645a-5653-4c0a-b6de-beb6e727cbb9&xptdk=a509645a-5653-4c0a-b6de-beb6e727cbb9,$1.50,,4.5k,"Applicable people Universal

Specifications Various

Product category Manual.

Function Bamboo charcoal

Product name: Wheat bamboo charcoal toothbrush

Product fabric: wheat straw+bamboo charcoal soft hair

Plus velvet: sharpened brush wire

Brush handle: wheat straw+PP

Gram weight: 13g

Quantity: 1

Random color

Many people in life give enough attention to toothbrushes and often ignore the health care of teeth.Only think that the teeth and velvet are standing, not rolled or rolled, and the brush handle is not broken, so continue to use it. It will not be replaced for a long time, so it can ""spoil"" the baby teeth.I don't know how old it is.

Serious consequences of use!Living teeth not only need to replace toothbrushes regularly, but also carefully"
35,[PERIPERA] Ink Velvet 4g,https://shopee.sg/-PERIPERA-Ink-Velvet-4g-i.243212090.6532864123?sp_atk=09a4a68a-a892-48b8-9670-937b6f9a5d73&xptdk=09a4a68a-a892-48b8-9670-937b6f9a5d73,$10.05,peripera,3.7k,
36,Anfany【SG Ready Stock】1pcs Steam eye mask Eye Protection Self-heating Dark Circles Sleep Aid hot eye mask 黑眼圈助眠热眼罩,https://shopee.sg/Anfany%E3%80%90SG-Ready-Stock%E3%80%911pcs-Steam-eye-mask-Eye-Protection-Self-heating-Dark-Circles-Sleep-Aid-hot-eye-mask-%E9%BB%91%E7%9C%BC%E5%9C%88%E5%8A%A9%E7%9C%A0%E7%83%AD%E7%9C%BC%E7%BD%A9-i.467547129.10920016954?sp_atk=8427431c-ecfa-4318-8c6a-cd961c9d19c0&xptdk=8427431c-ecfa-4318-8c6a-cd961c9d19c0,$0.49 - $0.65,ABOUT ME,17.9k,"Welcome to Anfany
Product Category: Eye protection
Material: Non-woven spun lace, needle-punched cotton, activated carbon, water, mineral salts, etc.
Specifications: chamomile, lavender, rose, cassia, wormwood, borneol, odorless

THIS ORDER IS ALA-CARTE (MIX & MATCH) 

Benefits :
-Relieve eye fatigue
-Lighten dark circles
-Promote blood circulation
-Help insomnia terminator
-Breathable without hurting the skin
-Constant temperature hot compress technology

Instructions:
1. Take out the folded hot eye mask from the bag and unfold it. After taking it out, it will start to heat up. Please use immediately after opening.
2. Put the white face of the eye mask into contact with the eyes and open the non-woven ear strap.
3. Please close your eyes during use, and keep the heat for about 30~40 minutes. The temperature drop means the end of use time.

Additional info:
For this herbs of Borneol it is normal to feel a little sharp/cooling/minty feel when use as it contains some mint elements. It's specialize in treating strained eyes to reduce eye fatigue.

KEY PRODUCT FEATURES
Well designed all-rounded mask wraps your eyes gently!
Ultra-thin material conforms to your eye contours.
Ear loops prevent slipping and cater to usage in any position.
Warms up immediately upon opening of pouch; convenient to use anywhere.
Disposable mask makes it convenient and hygienic to use.
You can use it anywhere, anytime!"
37,"[Bundle of 6]Kirei Kirei Anti-Bacterial Foaming Hand Soap Refill, 200ml",https://shopee.sg/-Bundle-of-6-Kirei-Kirei-Anti-Bacterial-Foaming-Hand-Soap-Refill-200ml-i.385044301.8633364761?sp_atk=2cf82cc3-7276-490a-9eae-a29486eafba4&xptdk=2cf82cc3-7276-490a-9eae-a29486eafba4,$1.44,Kirei Kirei,6k,"[Bundle of 6 ]Kirei Kirei Anti-Bacterial Foaming Hand Soap Refill, 200ml
1 Qty= 1 pack
You will be required to check-out minimally 6 packs to purchase and enjoy $9 bundle deal (@ $1.5per pack).
Feel free to checkout any scents of your choice, we give you 100% flexibility of choice.

Wholesale (> 8 Packs and above)
You will get to enjoy it at $1.45 per pack, what a great saving!

Kirei Kirei Anti-Bacterial Foaming Hand Soap provides strong protection against germs with anti-bacterial & antiseptic formulation from Lion Japan, yet is gentle on skin with 99% cleansing ingredients from plants. Dispenses creamy foam that helps to clean all parts of hand easily & more thoroughly than ordinary liquid hand soap.
- Uses IPMP, Isopropyl Methylphenol (anti-bacterial ingredient) to help provide safe anti-bacterial protection.
- Dispenses soft, creamy foam which cleanses more effectively & thoroughly than ordinary liquid hand soap.
- Gentle on skin with 100% cleansing ingredients from plants.

Apply foaming hand soap to wet hands, lather & rinse off.

Variants:
Original
Refreshing Grape
Murasaki Lavender
Moisturizing Peach"
38,Collagen Nourishing Lip Film Cute Lip Mask 8g Lips and Honey Moisturizing and Nourishing Lip Mask anti-cracking lip moisturizer student men and women to remove dead skin collagen lip film唇膜8g 防干裂淡化唇纹润唇膏学生男女去死皮骨胶原唇膜,https://shopee.sg/Collagen-Nourishing-Lip-Film-Cute-Lip-Mask-8g-Lips-and-Honey-Moisturizing-and-Nourishing-Lip-Mask-anti-cracking-lip-moisturizer-student-men-and-women-to-remove-dead-skin-collagen-lip-film%E5%94%87%E8%86%9C8g-%E9%98%B2%E5%B9%B2%E8%A3%82%E6%B7%A1%E5%8C%96%E5%94%87%E7%BA%B9%E6%B6%A6%E5%94%87%E8%86%8F%E5%AD%A6%E7%94%9F%E7%94%B7%E5%A5%B3%E5%8E%BB%E6%AD%BB%E7%9A%AE%E9%AA%A8%E8%83%B6%E5%8E%9F%E5%94%87%E8%86%9C-i.398162368.11601979770?sp_atk=fd25f33b-22a2-4475-9ce8-be757012cd69&xptdk=fd25f33b-22a2-4475-9ce8-be757012cd69,$0.30,,11.1k,"Collagen Nourishing Lip Film Cute Lip Mask
Lips and Honey Moisturizing and Nourishing Lip Mask
anti-cracking lip moisturizer student Lip remove dead skin collagen lip film
Pure Natural Repair
Formula, A stick to improve dry, rough, lip lines
唇情蜜语保湿滋润唇膜
功效：保湿修护，淡化唇纹，提亮唇色，清理死皮，夜间修护
主要成份：玫瑰花，皱波角叉菜，透明质酸，甘油，黄原胶等
规格：8g/片
保持期：3年
: "
39,Ryo Hair Loss Care Shampoo,https://shopee.sg/Ryo-Hair-Loss-Care-Shampoo-i.285317779.3155404206?sp_atk=5f962320-9740-4466-8426-144d682f3924&xptdk=5f962320-9740-4466-8426-144d682f3924,$9.49 - $18.78,Ryo,11.5k,"1. All products are 100% authentic.
2. All products are imported directly from korea

Ryo Deep Cleansing & Cooling Shampoo 550ml
Ryo Deep Cleansing & Cooling Conditioner 550ml
Ryo Strengthen & Volume Shampoo 550ml
Ryo Strengthen & Volume Conditioner 550ml
Ryo Damage Care & Nourishing Shampoo 550ml
Ryo Damage Care & Nourishing Conditioner 550ml

Hair Loss Care Series
RYO Hair Loss Care Shampoo (For Oily Scalp) 400ml
RYO Hair Loss Care Shampoo (For Normal Scalp) 400ml
RYO Hair Loss Care Shampoo (For Sensitive Scalp) 400ml
RYO Hair Loss Care Shampoo (For Weak Hair) 400ml
RYO Hair Loss Care Shampoo (For Dandruff) 400ml

RYO Hair Loss Expert Care Shampoo (For Oily Scalp) New 400ml
RYO Hair Loss Expert Care Shampoo (For Dry Scalp) New  400ml
RYO Hair Loss Expert Care Shampoo (For Sensitive Scalp) New 400ml
RYO Hair Loss Expert Care Shampoo (For Weak Hair) New 400ml
RYO Hair Loss Expert Care Shampoo (For Dandruff) New 400ml

Local Seller "
